VALUE,NVC_NAME,LFRDB,LFLIFEFORM,NVC_CLASS,NVC_SUBCLASS,NVC_FORMATION,NVC_DIVISION,CLASS,SUBCLASS,FORMATION,DIVISION_CODE,DIVISION,MACROGROUP_CODE,MACROGROUP,Group_Code,GROUP,R,G,B,RED,GREEN,BLUE
4717,Central and Southern Polynesian Scrub & Herb Coastal Strand,4717,Shrub,2,2.A,2.A.3,2.A.3.Ob,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland",2.A.3 Tropical Scrub & Herb Coastal Vegetation,D078,2.A.3.Ob Polynesian Scrub & Herb Coastal Vegetation,M232,Central & Southern Polynesian Scrub & Herb Coastal Strand,G621,Central and Southern Polynesian Scrub & Herb Coastal Strand,150,58,12,0.588235,0.227451,0.047059
4718,Central and Southern Polynesian Lowland Rain Forest,4718,Tree,1,1.A,1.A.2,1.A.2.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D066,1.A.2.Oa Polynesian Lowland Rainforest,M188,Central & Southern Polynesian Lowland Rainforest,G619,Central and Southern Polynesian Lowland Rain Forest,192,255,138,0.752941,1,0.541176
4720,Central and Southern Polynesian Cloud Forest,4720,Tree,1,1.A,1.A.3,1.A.3.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.3 Tropical Montane Humid Forest,D068,1.A.3.Oa Polynesian Montane & Cloud Forest,M195,Central & Southern Polynesian Montane & Cloud Forest,G000,Central and Southern Polynesian Cloud Forest,174,245,224,0.682353,0.960784,0.878431
4721,Central and Southern Polynesian Littoral Forest,4721,Tree,1,1.A,1.A.2,1.A.2.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D066,1.A.2.Oa Polynesian Lowland Rainforest,M188,Central & Southern Polynesian Lowland Rainforest,G000,Central and Southern Polynesian Littoral Forest,192,255,138,0.752941,1,0.541176
4722,Central and Southern Polynesian Ravine and Riparian Forest,4722,Tree,1,1.A,1.A.2,1.A.2.Oa,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.2 Tropical Lowland Humid Forest,D066,1.A.2.Oa Polynesian Lowland Rainforest,M188,Central & Southern Polynesian Lowland Rainforest,G000,Central and Southern Polynesian Ravine and Riparian Forest,0,237,0,0,0.929412,0
4727,Central and Southern Polynesian Dry Coastal Strand Shrubland,4727,Shrub,2,2.A,2.A.3,2.A.3.Ob,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland",2.A.3 Tropical Scrub & Herb Coastal Vegetation,D078,2.A.3.Ob Polynesian Scrub & Herb Coastal Vegetation,M232,Central & Southern Polynesian Scrub & Herb Coastal Strand,G000,Central and Southern Polynesian Dry Coastal Strand Shrubland,42,255,31,0.164706,1,0.121569
4728,Central and Southern Polynesian Dry Coastal Strand Herbaceous,4728,Herb,2,2.A,2.A.3,2.A.3.Ob,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland",2.A.3 Tropical Scrub & Herb Coastal Vegetation,D078,2.A.3.Ob Polynesian Scrub & Herb Coastal Vegetation,M232,Central & Southern Polynesian Scrub & Herb Coastal Strand,G000,Central and Southern Polynesian Dry Coastal Strand Herbaceous,42,255,31,0.164706,1,0.121569
6001,South Florida Slash Pine Forest,6001,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M007,Longleaf Pine Woodland,G005,South Florida Slash Pine Woodland,116,214,204,0.454902,0.839216,0.8
6002,Caribbean Hardwood Hammock & Coastal Strand Forest,6002,Tree,1,1.A,1.A.1,1.A.1.Ea,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.1 Tropical Dry Forest & Woodland,D099,1.A.1.Ea Caribbeo-Mesoamerican Dry Forest,M134,Caribbean Coastal Lowland Dry Forest,G765,Caribbean Hardwood Hammock & Coastal Strand Forest,60,113,126,0.235294,0.443137,0.494118
6003,Caribbean Lowland Swamp,6003,Tree,1,1.A,1.A.4,1.A.4.Ed,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.4 Tropical Flooded & Swamp Forest,D093,1.A.4.Ed Caribbean & Central American Flooded & Swamp Forest,M617,Caribbean Swamp,G002,Caribbean Lowland Swamp,216,216,191,0.847059,0.847059,0.74902
6004,Caribbean Basin Mangrove,6004,Tree,1,1.A,1.A.5,1.A.5.Ua,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.5 Mangrove,D004,1.A.5.Ua Atlantic & Caribbean & East Pacific Mangrove,M005,Western Atlantic & Caribbean Mangrove,G003,Caribbean Basin Mangrove,91,195,199,0.356863,0.764706,0.780392
6005,Caribbean Fringe Mangrove,6005,Tree,1,1.A,1.A.5,1.A.5.Ua,1 Forest & Woodland,1.A Tropical Forest & Woodland,1.A.5 Mangrove,D004,1.A.5.Ua Atlantic & Caribbean & East Pacific Mangrove,M005,Western Atlantic & Caribbean Mangrove,G004,Caribbean Fringe Mangrove,91,195,199,0.356863,0.764706,0.780392
6006,Dry-Mesic Loamy Longleaf Pine Woodland,6006,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M007,Longleaf Pine Woodland,G009,Dry-Mesic Loamy Longleaf Pine Woodland,116,214,204,0.454902,0.839216,0.8
6007,Mesic Longleaf Pine Flatwoods-Spodosol Woodland,6007,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M007,Longleaf Pine Woodland,G596,Mesic Longleaf Pine Flatwoods-Spodosol Woodland,116,214,204,0.454902,0.839216,0.8
6008,Sand Pine Scrub Forest & Open Woodland,6008,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M007,Longleaf Pine Woodland,G008,Sand Pine Scrub Forest & Open Woodland,116,214,204,0.454902,0.839216,0.8
6009,Wet-Mesic Longleaf Pine Woodland,6009,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M007,Longleaf Pine Woodland,G190,Wet-Mesic Longleaf Pine Woodland,116,214,204,0.454902,0.839216,0.8
6010,Xeric Longleaf Pine Woodland,6010,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M007,Longleaf Pine Woodland,G154,Xeric Longleaf Pine Woodland,116,214,204,0.454902,0.839216,0.8
6011,Western Gulf Coastal Plain Pine-Oak Forest & Woodland-Evergreen Modifier,6011,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak-Hickory-Pine Forest & Woodland,G013,Western Gulf Plain Pine-Oak Forest & Woodland,85,187,194,0.333333,0.733333,0.760784
6012,Southern Evergreen Oak Forest,6012,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M885,Southeastern Coastal Plain Evergreen Oak & Mixed Hardwood Forest,G790,Southern Evergreen Oak Forest,145,255,115,0.568627,1,0.45098
6013,Live Oak-Hickory-Palmetto Forest,6013,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M885,Southeastern Coastal Plain Evergreen Oak & Mixed Hardwood Forest,G798,Coastal Live Oak-Hickory-Palmetto Forest,107,209,206,0.419608,0.819608,0.807843
6014,Southern Mesic Beech-Magnolia-Oak Forest,6014,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M008,Southern Mesic Mixed Broadleaf Forest,G007,Southern Mesic Beech-Magnolia-Oak Forest,145,255,115,0.568627,1,0.45098
6015,Southern Mesic Beech-Oak-Mixed Deciduous Forest,6015,Tree,1,1.B,1.B.1,1.B.1.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D006,1.B.1.Na Southeastern North American Warm Temperate Forest ,M008,Southern Mesic Mixed Broadleaf Forest,G166,Southern Mesic Beech-Oak-Mixed Deciduous Forest,145,255,115,0.568627,1,0.45098
6016,California Broadleaf Forest & Woodland,6016,Tree,1,1.B,1.B.1,1.B.1.Nc,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D007,1.B.1.Nc Californian Warm Temperate Forest,M009,California Forest & Woodland,G195,California Broadleaf Forest & Woodland,131,222,110,0.513725,0.870588,0.431373
6017,California Conifer Forest & Woodland,6017,Tree,1,1.B,1.B.1,1.B.1.Nc,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D007,1.B.1.Nc Californian Warm Temperate Forest,M009,California Forest & Woodland,G198,California Conifer Forest & Woodland,224,252,192,0.878431,0.988235,0.752941
6018,California Moist Coastal Mixed Evergreen Forest,6018,Tree,1,1.B,1.B.1,1.B.1.Nc,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D007,1.B.1.Nc Californian Warm Temperate Forest,M009,California Forest & Woodland,G208,California Moist Coastal Mixed Evergreen Forest,0,61,0,0,0.239216,0
6019,Southern Plateau Dry Forest & Woodland,6019,Tree,1,1.B,1.B.1,1.B.1.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D060,1.B.1.Nd Madrean & Southwest Great Plains Warm Temperate Woodland & Scrub,M015,Comanchian Forest & Woodland,G126,Southern Plateau Dry Forest & Woodland,121,255,94,0.47451,1,0.368627
6020,Southern Plateau Dry-Mesic Hardwood Forest,6020,Tree,1,1.B,1.B.1,1.B.1.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D060,1.B.1.Nd Madrean & Southwest Great Plains Warm Temperate Woodland & Scrub,M015,Comanchian Forest & Woodland,G028,Southern Plateau Dry-Mesic Hardwood Forest,128,97,69,0.501961,0.380392,0.270588
6021,Madrean Encinal,6021,Tree,1,1.B,1.B.1,1.B.1.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D060,1.B.1.Nd Madrean & Southwest Great Plains Warm Temperate Woodland & Scrub,M010,Madrean Lowland Evergreen Woodland,G201,Madrean Encinal,0,237,0,0,0.929412,0
6022,Madrean Juniper Savanna & Woodland,6022,Tree,1,1.B,1.B.1,1.B.1.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D060,1.B.1.Nd Madrean & Southwest Great Plains Warm Temperate Woodland & Scrub,M010,Madrean Lowland Evergreen Woodland,G487,Madrean Juniper Savanna & Woodland,145,117,84,0.568627,0.458824,0.329412
6023,Madrean Pinyon-Juniper Woodland,6023,Tree,1,1.B,1.B.1,1.B.1.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D060,1.B.1.Nd Madrean & Southwest Great Plains Warm Temperate Woodland & Scrub,M010,Madrean Lowland Evergreen Woodland,G200,Madrean Pinyon-Juniper Woodland,121,255,94,0.47451,1,0.368627
6024,Madrean Lower Montane Pine-Oak Forest & Woodland,6024,Tree,1,1.B,1.B.1,1.B.1.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D060,1.B.1.Nd Madrean & Southwest Great Plains Warm Temperate Woodland & Scrub,M011,Madrean Montane Forest & Woodland,G203,Madrean Lower Montane Pine-Oak Forest & Woodland,0,237,0,0,0.929412,0
6025,Madrean Upper Montane Conifer-Oak Forest & Woodland,6025,Tree,1,1.B,1.B.1,1.B.1.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.1 Warm Temperate Forest & Woodland,D060,1.B.1.Nd Madrean & Southwest Great Plains Warm Temperate Woodland & Scrub,M011,Madrean Montane Forest & Woodland,G202,Madrean Upper Montane Conifer-Oak Forest & Woodland,0,237,0,0,0.929412,0
6026,Southern Plains Mesquite Scrub Woodland & Shrubland,6026,Shrub,2,2.B,2.B.2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M158,Southern Plains Scrub Woodland Shrubland & Open Vegetation,G192,Southern Plains Scrub Woodland & Shrubland,74,44,29,0.290196,0.172549,0.113725
6027,Southern Plains Oak-Juniper Scrub Woodland,6027,Tree,2,2.B,2.B.2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M158,Southern Plains Scrub Woodland Shrubland & Open Vegetation,G191,Southern Plains Oak-Juniper Scrub Woodland & Shrubland,121,255,94,0.47451,1,0.368627
6028,Appalachian Oak/Chestnut Forest,6028,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G015,Appalachian Oak/Chestnut Forest,85,187,194,0.333333,0.733333,0.760784
6029,North Atlantic Maritime Scrub Forest,6029,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G495,North Atlantic Maritime Scrub Forest,145,255,115,0.568627,1,0.45098
6030,Northeastern Chinkapin Oak-Red-cedar Forest & Woodland,6030,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G016,Northeastern Chinkapin Oak-Red-cedar Forest & Woodland,121,255,94,0.47451,1,0.368627
6031,Northeastern Oak-Hickory Forest & Woodland,6031,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G650,Northeastern Oak-Hickory Forest & Woodland,85,187,194,0.333333,0.733333,0.760784
6032,Pitch Pine Barrens Woodland,6032,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G161,Pitch Pine Barrens,121,255,94,0.47451,1,0.368627
6033,Virginia Pine & Table Mountain Pine Barrens Woodland,6033,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M502,Appalachian & Northeastern Oak-Hardwood & Pine Forest,G162,Virginia Pine & Table Mountain Pine Woodland & Barrens,121,255,94,0.47451,1,0.368627
6034,Appalachian & Interior Mesic Forest,6034,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M883,Appalachian Interior & Northeastern Mesic Forest,G020,Appalachian & Interior Mesic Forest,128,97,69,0.501961,0.380392,0.270588
6035,North-Central Beech-Maple-Basswood Forest,6035,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M882,Central Midwest Mesic Forest,G021,North-Central Beech-Maple-Basswood Forest,171,255,138,0.670588,1,0.541176
6036,North-Central Oak-Hickory Forest & Woodland,6036,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M012,Central Midwest Oak Forest Woodland & Savanna,G649,North-Central Oak-Hickory Forest & Woodland,85,187,194,0.333333,0.733333,0.760784
6037,North-Central Oak Savanna & Barrens Tree,6037,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M012,Central Midwest Oak Forest Woodland & Savanna,G181,Central Midwest Oak Openings & Barrens,85,187,194,0.333333,0.733333,0.760784
6038,Eastern Great Plains Tallgrass Aspen Parkland Tree,6038,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Northern Great Plains Woodland,G146,Northern Great Plains Tallgrass Aspen Parkland,192,255,138,0.752941,1,0.541176
6039,Great Plains Oak Woodland,6039,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Northern Great Plains Woodland,G329,Northern & Central Great Plains Oak Woodland,6,53,122,0.023529,0.207843,0.478431
6040,Northern & Central Great Plains Mesic Woodland,6040,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Northern Great Plains Woodland,G145,Northern & Central Great Plains Mesic Woodland,128,97,69,0.501961,0.380392,0.270588
6042,Central & Southern Appalachian Red Spruce-Fir-Hardwood Forest,6042,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M014,Laurentian & Acadian Northern Hardwood-Conifer Mesic Forest,G632,Central & Southern Appalachian Red Spruce-Fir-Hardwood Forest,255,105,46,1,0.411765,0.180392
6043,Laurentian & Acadian Hardwood Forest,6043,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M014,Laurentian & Acadian Northern Hardwood-Conifer Mesic Forest,G743,Laurentian & Acadian Hardwood Forest,255,105,46,1,0.411765,0.180392
6044,Laurentian & Acadian Hemlock-White Pine-Hardwood Forest,6044,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M014,Laurentian & Acadian Northern Hardwood-Conifer Mesic Forest,G741,Laurentian & Acadian hemlock-White Pine-Hardwood Forest,255,105,46,1,0.411765,0.180392
6045,Northern Appalachian & Acadian Red Spruce-Fir-Hardwood Forest,6045,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M014,Laurentian & Acadian Northern Hardwood-Conifer Mesic Forest,G744,Northern Appalachian & Acadian Red Spruce-Fir-Hardwood Forest,255,105,46,1,0.411765,0.180392
6046,Northern Mesic Balsam Fir-Spruce-Hardwood-Forest,6046,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M014,Laurentian & Acadian Northern Hardwood-Conifer Mesic Forest,G048,Laurentian Sub-Boreal Mesic Balsam Fir-Spruce-Hardwood Forest,255,105,46,1,0.411765,0.180392
6047,Appalachian & Allegheny Northern Hardwood-Conifer Mixed Forest,6047,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M883,Appalachian Interior & Northeastern Mesic Forest,G742,Appalachian & Allegheny Northern Hardwood-Conifer Forest,128,97,69,0.501961,0.380392,0.270588
6048,Great Lakes Pine Barrens,6048,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M159,Laurentian & Acadian Pine-Oak Forest & Woodland,G160,Great Lakes Pine Barrens,255,148,71,1,0.580392,0.278431
6049,Laurentian & Acadian Pine-Oak Forest & Woodland-Mixed Modifier,6049,Tree,1,1.B,1.B.2,1.B.2.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.2 Cool Temperate Forest & Woodland,D008,1.B.2.Na Eastern North American & Great Plains Cool Temperate Forest & Woodland,M159,Laurentian & Acadian Pine-Oak Forest & Woodland,G025,Laurentian & Acadian Pine-Oak Forest & Woodland,255,148,71,1,0.580392,0.278431
